State,2016,Party
Connecticut,1.4518660553964873,D
California,1.4536316604421555,D
Massachusetts,1.6589873842179501,D
Delaware,1.673924400842989,D
Illinois,1.7102932049809458,D
New Jersey,1.728336033713682,D
Maryland,1.7468964108504623,D
Hawaii,1.8502975060084659,D
Alabama,1.9883485309017221,R
Georgia,1.9992494835616117,R
New York,2.055384093397739,D
Florida,2.067390277515899,R
Arizona,2.349307302493964,R
Iowa,2.418293785405218,R
Arkansas,2.4659145688781448,R
Indiana,2.497429533434011,R
Louisiana,2.523148387196616,R
Mississippi,2.530283815085539,R
Michigan,2.541548366902245,R
Minnesota,2.5753856669053095,D
Nebraska,2.868901774634601,R
Colorado,2.8740368955824107,D
Maine,2.8850755421621233,D
Kentucky,2.913249221582997,R
Kansas,3.0259501179879256,R
Idaho,3.324534257521502,R
Alaska,3.3252207033203627,R
North Carolina,3.350150137614914,R
Rhode Island,3.5410176309435375,D
Missouri,3.7417366865825965,R
Ohio,3.896670160384833,R
New Hampshire,4.0020136445481596,D
Pennsylvania,4.502423494372605,R
Texas,4.598093849456949,R
Nevada,4.794018242115102,D
North Dakota,5.021241693561891,R
South Carolina,5.086926917893302,R
Oregon,5.2501067239983605,D
Montana,5.428722345525865,R
Virginia,5.455152076625759,D
New Mexico,5.472934623592484,D
Tennessee,5.7273518483971175,R
Oklahoma,5.930354383821221,R
Washington,6.361316602652369,D
South Dakota,6.778041255818749,R
Wisconsin,6.839082013472472,R
Vermont,6.853672440315644,D
Utah,8.194728133363885,R
West Virginia,8.551569767752628,R
Wyoming,12.169197646717596,R
